La Academia fue fundada por "1"
Tesis de "1602" dirigida por "1302"
Tesis de "1603" dirigida por "1547"
Tesis de "1604" dirigida por "383"
Tesis de "1605" dirigida por "1277"
Tesis de "1606" dirigida por "66"
Tesis de "1607" dirigida por "150"
Tesis de "1608" dirigida por "29"
Tesis de "1609" dirigida por "1003"
Tesis de "1610" dirigida por "662"
Tesis de "1611" dirigida por "194"
Tesis de "1612" dirigida por "1257"
Tesis de "1613" dirigida por "677"
Tesis de "1614" dirigida por "527"
Tesis de "1615" dirigida por "1320"
Tesis de "1616" dirigida por "662"
Tesis de "1617" dirigida por "999"
Tesis de "1618" dirigida por "1036"
Tesis de "1619" dirigida por "798"
Tesis de "1620" dirigida por "904"
Tesis de "1621" dirigida por "601"
Tesis de "1622" dirigida por "398"
Tesis de "1623" dirigida por "846"
Tesis de "1624" dirigida por "1294"
Tesis de "1625" dirigida por "56"
Tesis de "1626" dirigida por "1510"
Tesis de "1627" dirigida por "605"
Tesis de "1628" dirigida por "1491"
Tesis de "1629" dirigida por "675"
Tesis de "1630" dirigida por "1362"
Tesis de "1631" dirigida por "1283"
Tesis de "1632" dirigida por "1431"
Tesis de "1633" dirigida por "159"
Tesis de "1634" dirigida por "415"
Tesis de "1635" dirigida por "775"
Tesis de "1636" dirigida por "839"
Tesis de "1637" dirigida por "1233"
Tesis de "1638" dirigida por "879"
Tesis de "1639" dirigida por "639"
Tesis de "1640" dirigida por "1600"
Tesis de "1641" dirigida por "743"
Tesis de "1642" dirigida por "1501"
Tesis de "1643" dirigida por "746"
Tesis de "1644" dirigida por "169"
Tesis de "1645" dirigida por "1060"
Tesis de "1646" dirigida por "981"
Tesis de "1647" dirigida por "547"
Tesis de "1648" dirigida por "526"
Tesis de "1649" dirigida por "1096"
Tesis de "1650" dirigida por "121"
Tesis de "1651" dirigida por "1219"
Tesis de "1652" dirigida por "727"
Tesis de "1653" dirigida por "543"
Tesis de "1654" dirigida por "1254"
Tesis de "1655" dirigida por "916"
Tesis de "1656" dirigida por "1234"
Tesis de "1657" dirigida por "678"
Tesis de "1658" dirigida por "236"
Tesis de "1659" dirigida por "1596"
Tesis de "1660" dirigida por "1646"
Tesis de "1661" dirigida por "986"
Tesis de "1662" dirigida por "746"
Tesis de "1663" dirigida por "1171"
Tesis de "1664" dirigida por "1056"
Tesis de "1665" dirigida por "1321"
Tesis de "1666" dirigida por "641"
Tesis de "1667" dirigida por "816"
Tesis de "1668" dirigida por "573"
Tesis de "1669" dirigida por "887"
Tesis de "1670" dirigida por "1556"
Tesis de "1671" dirigida por "1020"
Tesis de "1672" dirigida por "152"
Tesis de "1673" dirigida por "843"
Tesis de "1674" dirigida por "519"
Tesis de "1675" dirigida por "1314"
Tesis de "1676" dirigida por "796"
Tesis de "1677" dirigida por "508"
Tesis de "1678" dirigida por "270"
Tesis de "1679" dirigida por "508"
Tesis de "1680" dirigida por "1114"
Tesis de "1681" dirigida por "1200"
Tesis de "1682" dirigida por "1217"
Tesis de "1683" dirigida por "1067"
Tesis de "1684" dirigida por "534"
Tesis de "1685" dirigida por "1666"
Tesis de "1686" dirigida por "501"
Tesis de "1687" dirigida por "1248"
Tesis de "1688" dirigida por "241"
Tesis de "1689" dirigida por "1601"
Tesis de "1690" dirigida por "879"
Tesis de "1691" dirigida por "801"
Tesis de "1692" dirigida por "394"
Tesis de "1693" dirigida por "1408"
Tesis de "1694" dirigida por "203"
Tesis de "1695" dirigida por "1051"
Tesis de "1696" dirigida por "371"
Tesis de "1697" dirigida por "586"
Tesis de "1698" dirigida por "974"
Tesis de "1699" dirigida por "553"
Tesis de "1700" dirigida por "601"
Tesis de "1701" dirigida por "749"
Tesis de "1702" dirigida por "1350"
Tesis de "1703" dirigida por "1497"
Tesis de "1704" dirigida por "48"
Tesis de "1705" dirigida por "13"
Tesis de "1706" dirigida por "546"
Tesis de "1707" dirigida por "161"
Tesis de "1708" dirigida por "1566"
Tesis de "1709" dirigida por "1314"
Tesis de "1710" dirigida por "1241"
Tesis de "1711" dirigida por "1349"
Tesis de "1712" dirigida por "1514"
Tesis de "1713" dirigida por "655"
Tesis de "1714" dirigida por "1506"
Tesis de "1715" dirigida por "403"
Tesis de "1716" dirigida por "40"
Tesis de "1717" dirigida por "1625"
Tesis de "1718" dirigida por "825"
Tesis de "1719" dirigida por "1296"
Tesis de "1720" dirigida por "1248"
Tesis de "1721" dirigida por "1483"
Tesis de "1722" dirigida por "1401"
Tesis de "1723" dirigida por "69"
Tesis de "1724" dirigida por "799"
Tesis de "1725" dirigida por "454"
Tesis de "1726" dirigida por "1672"
Tesis de "1727" dirigida por "371"
Tesis de "1728" dirigida por "97"
Tesis de "1729" dirigida por "85"
Tesis de "1730" dirigida por "1519"
Tesis de "1731" dirigida por "81"
Tesis de "1732" dirigida por "935"
Tesis de "1733" dirigida por "1528"
Tesis de "1734" dirigida por "696"
Tesis de "1735" dirigida por "444"
Tesis de "1736" dirigida por "743"
Tesis de "1737" dirigida por "649"
Tesis de "1738" dirigida por "594"
Tesis de "1739" dirigida por "573"
Tesis de "1740" dirigida por "50"
Tesis de "1741" dirigida por "175"
Tesis de "1742" dirigida por "1226"
Tesis de "1743" dirigida por "1433"
Tesis de "1744" dirigida por "1294"
Tesis de "1745" dirigida por "12"
Tesis de "1746" dirigida por "1312"
Tesis de "1747" dirigida por "1169"
Tesis de "1748" dirigida por "1223"
Tesis de "1749" dirigida por "375"
Tesis de "1750" dirigida por "685"
Tesis de "1751" dirigida por "1162"
Tesis de "1752" dirigida por "1583"
Tesis de "1753" dirigida por "459"
Tesis de "1754" dirigida por "385"
Tesis de "1755" dirigida por "1518"
Tesis de "1756" dirigida por "102"
Tesis de "1757" dirigida por "550"
Tesis de "1758" dirigida por "193"
Tesis de "1759" dirigida por "674"
Tesis de "1760" dirigida por "1089"
Tesis de "1761" dirigida por "1626"
Tesis de "1762" dirigida por "1030"
Tesis de "1763" dirigida por "1193"
Tesis de "1764" dirigida por "357"
Tesis de "1765" dirigida por "999"
Tesis de "1766" dirigida por "564"
Tesis de "1767" dirigida por "390"
Tesis de "1768" dirigida por "649"
Tesis de "1769" dirigida por "345"
Tesis de "1770" dirigida por "92"
Tesis de "1771" dirigida por "307"
Tesis de "1772" dirigida por "1742"
Tesis de "1773" dirigida por "1453"
Tesis de "1774" dirigida por "1503"
Tesis de "1775" dirigida por "807"
Tesis de "1776" dirigida por "1484"
Tesis de "1777" dirigida por "370"
Tesis de "1778" dirigida por "265"
Tesis de "1779" dirigida por "831"
Tesis de "1780" dirigida por "1511"
Tesis de "1781" dirigida por "1009"
Tesis de "1782" dirigida por "496"
Tesis de "1783" dirigida por "975"
Tesis de "1784" dirigida por "622"
Tesis de "1785" dirigida por "510"
Tesis de "1786" dirigida por "190"
Tesis de "1787" dirigida por "201"
Tesis de "1788" dirigida por "93"
Tesis de "1789" dirigida por "1090"
Tesis de "1790" dirigida por "724"
Tesis de "1791" dirigida por "729"
Tesis de "1792" dirigida por "140"
Tesis de "1793" dirigida por "712"
Tesis de "1794" dirigida por "1792"
Tesis de "1795" dirigida por "1163"
Tesis de "1796" dirigida por "220"
Tesis de "1797" dirigida por "1765"
Tesis de "1798" dirigida por "385"
Tesis de "1799" dirigida por "741"
Tesis de "1800" dirigida por "129"
Tesis de "1801" dirigida por "900"
Tesis de "1802" dirigida por "464"
Tesis de "1803" dirigida por "103"
Tesis de "1804" dirigida por "1396"
Tesis de "1805" dirigida por "1713"
Tesis de "1806" dirigida por "239"
Tesis de "1807" dirigida por "97"
Tesis de "1808" dirigida por "689"
Tesis de "1809" dirigida por "1278"
Tesis de "1810" dirigida por "698"
Tesis de "1811" dirigida por "253"
Tesis de "1812" dirigida por "1161"
Tesis de "1813" dirigida por "250"
Tesis de "1814" dirigida por "899"
Tesis de "1815" dirigida por "630"
Tesis de "1816" dirigida por "1507"
Tesis de "1817" dirigida por "862"
Tesis de "1818" dirigida por "1807"
Tesis de "1819" dirigida por "91"
Tesis de "1820" dirigida por "938"
Tesis de "1821" dirigida por "252"
Tesis de "1822" dirigida por "867"
Tesis de "1823" dirigida por "687"
Tesis de "1824" dirigida por "365"
Tesis de "1825" dirigida por "448"
Tesis de "1826" dirigida por "888"
Tesis de "1827" dirigida por "926"
Tesis de "1828" dirigida por "1821"
Tesis de "1829" dirigida por "218"
Tesis de "1830" dirigida por "1698"
Tesis de "1831" dirigida por "1114"
Tesis de "1832" dirigida por "1604"
Tesis de "1833" dirigida por "454"
Tesis de "1834" dirigida por "1831"
Tesis de "1835" dirigida por "791"
Tesis de "1836" dirigida por "1290"
Tesis de "1837" dirigida por "531"
Tesis de "1838" dirigida por "1639"
Tesis de "1839" dirigida por "1565"
Tesis de "1840" dirigida por "428"
Tesis de "1841" dirigida por "705"
Tesis de "1842" dirigida por "829"
Tesis de "1843" dirigida por "15"
Tesis de "1844" dirigida por "863"
Tesis de "1845" dirigida por "485"
Tesis de "1846" dirigida por "1301"
Tesis de "1847" dirigida por "1824"
Tesis de "1848" dirigida por "558"
Tesis de "1849" dirigida por "734"
Tesis de "1850" dirigida por "1449"
Tesis de "1851" dirigida por "810"
Tesis de "1852" dirigida por "315"
Tesis de "1853" dirigida por "1203"
Tesis de "1854" dirigida por "1787"
Tesis de "1855" dirigida por "1606"
Tesis de "1856" dirigida por "922"
Tesis de "1857" dirigida por "1451"
Tesis de "1858" dirigida por "1414"
Tesis de "1859" dirigida por "1615"
Tesis de "1860" dirigida por "214"
Tesis de "1861" dirigida por "804"
Tesis de "1862" dirigida por "1493"
Tesis de "1863" dirigida por "1803"
Tesis de "1864" dirigida por "816"
Tesis de "1865" dirigida por "161"
Tesis de "1866" dirigida por "1684"
Tesis de "1867" dirigida por "517"
Tesis de "1868" dirigida por "235"
Tesis de "1869" dirigida por "1782"
Tesis de "1870" dirigida por "377"
Tesis de "1871" dirigida por "1390"
Tesis de "1872" dirigida por "301"
Tesis de "1873" dirigida por "1106"
Tesis de "1874" dirigida por "783"
Tesis de "1875" dirigida por "529"
Tesis de "1876" dirigida por "1409"
Tesis de "1877" dirigida por "1078"
Tesis de "1878" dirigida por "596"
Tesis de "1879" dirigida por "1373"
Tesis de "1880" dirigida por "454"
Tesis de "1881" dirigida por "992"
Tesis de "1882" dirigida por "429"
Tesis de "1883" dirigida por "324"
Tesis de "1884" dirigida por "480"
Tesis de "1885" dirigida por "596"
Tesis de "1886" dirigida por "70"
Tesis de "1887" dirigida por "1611"
Tesis de "1888" dirigida por "1183"
Tesis de "1889" dirigida por "556"
Tesis de "1890" dirigida por "808"
Tesis de "1891" dirigida por "1177"
Tesis de "1892" dirigida por "556"
Tesis de "1893" dirigida por "127"
Tesis de "1894" dirigida por "462"
Tesis de "1895" dirigida por "965"
Tesis de "1896" dirigida por "379"
Tesis de "1897" dirigida por "660"
Tesis de "1898" dirigida por "1489"
Tesis de "1899" dirigida por "1668"
Tesis de "1900" dirigida por "847"
Tesis de "1901" dirigida por "289"
Tesis de "1902" dirigida por "971"
Tesis de "1903" dirigida por "637"
Tesis de "1904" dirigida por "709"
Tesis de "1905" dirigida por "1380"
Tesis de "1906" dirigida por "227"
Tesis de "1907" dirigida por "748"
Tesis de "1908" dirigida por "1900"
Tesis de "1909" dirigida por "662"
Tesis de "1910" dirigida por "368"
Tesis de "1911" dirigida por "1503"
Tesis de "1912" dirigida por "446"
Tesis de "1913" dirigida por "709"
Tesis de "1914" dirigida por "1273"
Tesis de "1915" dirigida por "340"
Tesis de "1916" dirigida por "1240"
Tesis de "1917" dirigida por "1228"
Tesis de "1918" dirigida por "284"
Tesis de "1919" dirigida por "1722"
Tesis de "1920" dirigida por "80"
Tesis de "1921" dirigida por "1411"
Tesis de "1922" dirigida por "1478"
Tesis de "1923" dirigida por "736"
Tesis de "1924" dirigida por "106"
Tesis de "1925" dirigida por "627"
Tesis de "1926" dirigida por "1061"
Tesis de "1927" dirigida por "1636"
Tesis de "1928" dirigida por "192"
Tesis de "1929" dirigida por "585"
Tesis de "1930" dirigida por "965"
Tesis de "1931" dirigida por "1613"
Tesis de "1932" dirigida por "689"
Tesis de "1933" dirigida por "423"
Tesis de "1934" dirigida por "1022"
Tesis de "1935" dirigida por "465"
Tesis de "1936" dirigida por "561"
Tesis de "1937" dirigida por "57"
Tesis de "1938" dirigida por "97"
Tesis de "1939" dirigida por "1093"
Tesis de "1940" dirigida por "193"
Tesis de "1941" dirigida por "176"
Tesis de "1942" dirigida por "1135"
Tesis de "1943" dirigida por "342"
Tesis de "1944" dirigida por "1571"
Tesis de "1945" dirigida por "1629"
Tesis de "1946" dirigida por "1938"
Tesis de "1947" dirigida por "1062"
Tesis de "1948" dirigida por "449"
Tesis de "1949" dirigida por "1193"
Tesis de "1950" dirigida por "88"
Tesis de "1951" dirigida por "1082"
Tesis de "1952" dirigida por "1731"
Tesis de "1953" dirigida por "1283"
Tesis de "1954" dirigida por "1540"
Tesis de "1955" dirigida por "380"
Tesis de "1956" dirigida por "111"
Tesis de "1957" dirigida por "761"
Tesis de "1958" dirigida por "1922"
Tesis de "1959" dirigida por "369"
Tesis de "1960" dirigida por "1044"
Tesis de "1961" dirigida por "1295"
Tesis de "1962" dirigida por "95"
Tesis de "1963" dirigida por "650"
Tesis de "1964" dirigida por "656"
Tesis de "1965" dirigida por "1767"
Tesis de "1966" dirigida por "701"
Tesis de "1967" dirigida por "1239"
Tesis de "1968" dirigida por "1123"
Tesis de "1969" dirigida por "1308"
Tesis de "1970" dirigida por "1068"
Tesis de "1971" dirigida por "1283"
Tesis de "1972" dirigida por "1776"
Tesis de "1973" dirigida por "787"
Tesis de "1974" dirigida por "666"
Tesis de "1975" dirigida por "1654"
Tesis de "1976" dirigida por "1048"
Tesis de "1977" dirigida por "1724"
Tesis de "1978" dirigida por "1796"
Tesis de "1979" dirigida por "1841"
Tesis de "1980" dirigida por "1010"
Tesis de "1981" dirigida por "226"
Tesis de "1982" dirigida por "58"
Tesis de "1983" dirigida por "113"
Tesis de "1984" dirigida por "305"
Tesis de "1985" dirigida por "807"
Tesis de "1986" dirigida por "988"
Tesis de "1987" dirigida por "970"
Tesis de "1988" dirigida por "1539"
Tesis de "1989" dirigida por "566"
Tesis de "1990" dirigida por "155"
Tesis de "1991" dirigida por "1087"
Tesis de "1992" dirigida por "1125"
Tesis de "1993" dirigida por "634"
Tesis de "1994" dirigida por "1845"
Tesis de "1995" dirigida por "1294"
Tesis de "1996" dirigida por "762"
Tesis de "1997" dirigida por "1755"
Tesis de "1998" dirigida por "1743"
Tesis de "1999" dirigida por "56"
Tesis de "2000" dirigida por "773"
